id_alumno,documento_hash,fecha_nac,sexo,estado_matricula,curso,grupo,turno
10509186,b478af0de632b0c3e4246fb744d8169801290a160c3e11de099ae2162712c8b2,24/12/2002,M,M,3003827240,2CFMA,D
10707705,91d32ae28015aac86fe9d6ea05930fa2dccc6249aa9eb9d2078021df1398526a,31/10/2004,H,M,3003827240,2CFMA,D
10698482,3e208bc7196cd8f880ba970a993df1c89a7899250a478e0ce5f4a429e14d1b77,19/03/2004,H,M,3003827240,2CFMA,D
10904569,0bbc9e66b3308166d48e5f30f9fe99e42c7a1132a94e167a82dc5eb9d46de0fb,06/03/2007,H,M,3003828760,1CFMC,D
10762023,62919ca735e674055b0042270f83860b3786ba381a8e6c1b89b3b2a38a10bbaa,14/08/2006,H,M,3003828767,2CFMC,D
10814487,8657a294a5168832d9385d5b5c2ef4da5a7eec95bd5821f7b4e63f65f3e43159,18/01/2006,H,M,3003828767,2CFMC,D
10512738,127ae7ba966ac0d0e285b948c4bd6bcd75c8d451d98d97614be5b80fecb875d1,23/08/2002,H,M,3003828788,2CFSH,D
10730670,e7f6d1ec6ba5ae0887f7bb90e347a747cdb3fc0916cc96aba20b46559384c55e,10/06/2002,M,M,3003828795,1CFSH,D
10610021,7c884a2ea10533803c8dd28e0f41a93859d9914d1735991c051e4cfa46369982,27/07/2004,M,M,3003822872,1CFSG,D
10689283,dba6ec393dda5328d80bb56718d3b48688d995720cb9c40556e77aeb07a38f02,01/03/2004,M,M,3003822872,1CFSG,D
10850218,7378253052472b86a9eb5dd609f629ea9eb707ffe968678a3dc2402f22127136,22/03/2005,M,M,3003822872,1CFSG,D
10711820,3d9f1627abf6ff5d78fb1603a83c4fceccb26593b12090313a6f4fddd0a842db,27/12/2003,H,M,3003822872,1CFSG,D
10366490,355086e4eb9fc43cf90fd63740b5401a49f7dfbeb758a5628c43be201985597d,07/03/2000,M,M,3003827317,2CFSA,D
10711877,45394675d29217c5984bfdbe835192cdc0d08bed2b7cdb9fce3cd2af4e6fe117,01/12/2004,H,M,3003827317,2CFSA,D
