anyo,nombre_cas,codigo,curso
2023,Tutoría Segundo,TU02CF,3003822456
2023,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3003822456
2023,Diseño y elaboración de material de comunicación,1007,3003822456
2023,Medios y soportes de comunicación,1008,3003822456
2023,Relaciones públicas y organización de eventos de marketing,1009,3003822456
2023,Trabajo de campo en la investigación comercial,1011,3003822456
2023,Lanzamiento de productos y servicios,1109,3003822456
2023,"Atención al cliente, consumidor y usuario",1110,3003822456
2023,Proyecto de marketing y publicidad,1012,3003822456
2023,Formación en centros de trabajo,1013,3003822456
2023,Incidentes de ciberseguridad,5021,3003828691
2023,Bastionado de redes y sistemas,5022,3003828691
2023,Puesta en producción segura,5023,3003828691
2023,Análisis forense informático,5024,3003828691
2023,Hacking ético,5025,3003828691
2023,Normativa de ciberseguridad,5026,3003828691
2023,Modelos de Inteligencia Artificial,5071,3003828705
2023,Sistemas de aprendizaje automático,5072,3003828705
2023,Programación de Inteligencia Artificial,5073,3003828705
2023,Sistemas de Big Data,5074,3003828705
2023,Big Data aplicado,5075,3003828705
2023,Tutoría Primero,TU01CF,3003827233
2023,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3003827233
2023,Comunicación empresarial y atención al cliente,0437,3003827233
2023,Formación y orientación laboral,0449,3003827233
2023,Técnica contable,0441,3003827233
2023,Empresa y administración,0439,3003827233
2023,Operaciones administrativa de compra-venta,0438,3003827233
2023,Tratamiento informático de la información ,0440,3003827233
2023,Inglés,0156,3003827233
2023,Tutoría Segundo,TU02CF,3003827240
2023,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3003827240
2023,Empresa en el aula,0446,3003827240
2023,Tratamiento de la documentación contable,0443,3003827240
2023,Operaciones administrativas de recursos humanos,0442,3003827240
2023,Formación en centros de trabajo,0451,3003827240
2023,Operaciones auxiliares de gestión de tesorería,0448,3003827240
2023,Tutoría Primero,TU01CF,3003828760
2023,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3003828760
2023,Redes locales,0225,3003828760
2023,Aplicaciones ofimáticas,0223,3003828760
2023,Montaje y mantenimiento de equipos,0221,3003828760
2023,Formación y orientación laboral,0229,3003828760
2023,Sistemas operativos monopuesto,0222,3003828760
2023,Tutoría Segundo,TU02CF,3003828767
2023,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3003828767
2023,Empresa e iniciativa emprendedora,0230,3003828767
2023,Aplicaciones web,0228,3003828767
2023,Seguridad informática,0226,3003828767
2023,Sistemas operativos en red,0224,3003828767
2023,Formación en Centros de Trabajo,0231,3003828767
2023,Servicios en red,0227,3003828767
2023,Tutoría Segundo,TU02CF,3003828788
2023,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3003828788
2023,Formación en centros de trabajo,0619,3003828788
2023,Proyecto de desarrollo de aplicaciones WEB,0616,3003828788
2023,Empresa e iniciativa emprendedora,0618,3003828788
2023,Diseño de interfaces WEB,0615,3003828788
2023,Despliegue de aplicaciones WEB,0614,3003828788
2023,Desarrollo WEB en entorno servidor,0613,3003828788
2023,Desarrollo WEB en entorno cliente,0612,3003828788
2023,Tutoría Primero,TU01CF,3003828795
2023,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3003828795
2023,Lenguajes de marcas y sistemas de gestión de información,0373,3003828795
2023,Entornos de desarrollo,0487,3003828795
2023,Programación,0485,3003828795
2023,Bases de Datos,0484,3003828795
2023,Sistemas informáticos,0483,3003828795
2023,Formación y orientación laboral,0617,3003828795
2023,Tutoría Primero,TU01CF,3003822872
2023,Diseño y Fabr. Monturas Ópticas,243265,3003822872
2023,"Anat., Fisiopatol. y Ametropias Oculares",243267,3003822872
2023,At. Cliente Establ. Prod. Ópticos,243266,3003822872
2023,Proc. Fabr. Lentes Oftalmológicas,243264,3003822872
2023,Tutoría Segundo,TU02CF,3003827317
2023,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3003827317
2023,Gestión logística y comercial,0655,3003827317
2023,Proyecto de Administración y Finanzas,0657,3003827317
2023,Gestión de recursos humanos,0652,3003827317
2023,Gestión financiera,0653,3003827317
2023,Simulación empresarial,0656,3003827317
2023,Formación en Centros de Trabajo,0660,3003827317
2023,Contabilidad y fiscalidad,0654,3003827317
2023,Tutoría Primero,TU01CF,3003827324
2023,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3003827324
2023,Inglés,0179,3003827324
2023,Comunicación y atención al cliente,0651,3003827324
2023,Formación y orientación laboral,0658,3003827324
2023,Proceso integral de la actividad comercial,0650,3003827324
2023,Recursos humanos y responsabilidad social corporativa,0648,3003827324
2023,Ofimática y proceso de la información,0649,3003827324
2023,Gestión de la documentación jurídica y empresarial,0647,3003827324
2023,Tutoría Primero,TU01CF,3003828816
2023,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3003828816
2023,Lenguajes de marcas y sistemas de gestión de información,0373,3003828816
2023,Entornos de desarrollo,0487,3003828816
2023,Programación,0485,3003828816
2023,Bases de Datos,0484,3003828816
2023,Sistemas informáticos,0483,3003828816
2023,Formación y orientación laboral,0493,3003828816
2023,Tutoría Segundo,TU02CF,3003828823
2023,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3003828823
2023,Formación en centros de trabajo,0495,3003828823
2023,Proyecto de desarrollo de aplicaciones multiplataforma,0492,3003828823
2023,Empresa e iniciativa emprendedora,0494,3003828823
2023,Sistemas de gestión empresarial,0491,3003828823
2023,Programación de servicios y procesos,0490,3003828823
2023,Programación multimedia y dispositivos móviles,0489,3003828823
2023,Desarrollo de interfaces,0488,3003828823
2023,Acceso a datos,0486,3003828823
2023,Tutoría Segundo,TU02CF,3003822879
2023,Formación y Orientación Laboral,243602,3003822879
2023,Formación en Centros de Trabajo,243601,3003822879
2023,"Adm., Gest. y Comer. Peq. Empresa",243604,3003822879
2023,Montajes y Reparaciones Ópticas,243271,3003822879
2023,Proc. Fabr. Lentes de Contacto,243270,3003822879
2023,Tutoría Primero,TU01CF,3003828893
2023,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3003828893
2023,Planificación y Administración de Redes,0370,3003828893
2023,Lenguajes de marcas y sistemas de gestión de información,0373,3003828893
2023,Fundamentos de Hardware,0371,3003828893
2023,Gestión de Bases de Datos,0372,3003828893
2023,Formación y orientación laboral,0380,3003828893
2023,Implantación de Sistemas Operativos,0369,3003828893
2023,Tutoría Segundo,TU02CF,3003828900
2023,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3003828900
2023,Empresa e Iniciativa emprendedora,0381,3003828900
2023,Proyecto de Administración de Sistemas Informáticos en Red,0379,3003828900
2023,Seguridad y Alta Disponibilidad,0378,3003828900
2023,Servicios de Red e Internet,0375,3003828900
2023,Formación en Centros de Trabajo,0382,3003828900
2023,Administración de Sistemas Gestores de Bases de Datos,0377,3003828900
2023,Implantación de Aplicaciones Web,0376,3003828900
2023,Administración de Sistemas Operativos,0374,3003828900
