anyo,nombre_modulo,codigo_modulo,codigo_curso,nombre_curso,ciclo,grado,familia
2025_26,Formación y orientación laboral,1014,3306172240,Primero,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Tutoría Segundo,TU02CF,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Diseño y elaboración de material de comunicación,1007,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Medios y soportes de comunicación,1008,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Relaciones públicas y organización de eventos de marketing,1009,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Trabajo de campo en la investigación comercial,1011,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Lanzamiento de productos y servicios,1109,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,"Atención al cliente, consumidor y usuario",1110,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Proyecto de marketing y publicidad,1012,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Formación en centros de trabajo,1013,3306172247,Segundo,MARKETING Y PUBLICIDAD,GRADO SUPERIOR,COMERCIO Y MARKETING
2025_26,Tutoría Primero,TU01CF,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés profesional GS,0179,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Formación y Orientación Laboral,0401,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Estructura del mercado turístico,0171,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Destinos turísticos,0383,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Recursos turísticos,0384,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Protocolo y relaciones públicas,0172,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Marketing turístico,0173,3306172440,Primero,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Tutoría Segundo,TU02CF,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Venta de servicios turísticos,0398,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Segunda lengua extranjera,0180,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Formación en Centros de Trabajo,0403,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Proyecto de Agencias de viajes,0400,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Empresa e iniciativa emprendedora,0402,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Dirección de entidades de intermedi,0399,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Gestión de productos turísticos,0397,3306172447,Segundo,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS,GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Tutoría Primero,TU01CF,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés profesional GS,0179,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Estructura del mercado turístico,0171,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Destinos turísticos,0383,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Recursos turísticos,0384,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Protocolo y relaciones públicas,0172,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Marketing turístico,0173,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Formación y orientación laboral,0389,3306172461,Primero,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Tutoría Segundo,TU02CF,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Segunda lengua extranjera,0180,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Servicios de información turística,0385,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,"Proyecto de Guía, información y asistencia turísticas",0388,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Empresa e iniciativa emprendedora,0390,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Formación en Centros de Trabajo,0391,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Diseño de productos turísticos,0387,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Procesos de guía y asistencia,0386,3306172468,Segundo,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICAS",GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Sostenibilidad aplicada al sistema productivo,1708039,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Módulo optativo,CVOPT,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Proyecto intermodular 2 de Gestión de alojamientos turísticos,0181s,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Digitalización aplicada al sistema productivo GS,1665039,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Tutoría Segundo,TU02CF,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Segunda lengua extranjera,0180,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Recepción y reservas,0176,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Comercialización de eventos,0178,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Gestión del departamento de pisos,0175,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Itinerario personal para la empleabilidad II,1710,3306172482,Segundo,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Itinerario personal para la empleabilidad I,1709,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Proyecto intermodular 1 de Gestión de alojamientos turísticos,0181p,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Tutoría Primero,TU01CF,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Inglés profesional GS,0179,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Estructura del mercado turístico,0171,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Protocolo y relaciones públicas,0172,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Marketing turístico,0173,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Dirección de alojamientos turístico,0174,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Recursos humanos en el alojamiento,0177,3306172484,Primero,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),GRADO SUPERIOR,HOSTELERÍA Y TURISMO
2025_26,Sostenibilidad aplicada al sistema productivo,1708190,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular Sistemas microinformáticos y redes,1713707,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Módulo optativo,CVOPT,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Digitalización aplicada al sistema productivo GM,1664190,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Aplicaciones web,0228,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Seguridad informática,0226,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas operativos en red,0224,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Servicios en red,0227,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad II,1710,3306169591,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad I,1709,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Redes locales,0225,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Aplicaciones ofimáticas,0223,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Montaje y mantenimiento de equipos,0221,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas operativos monopuesto,0222,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés profesional GM,0156,3306169593,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Redes locales,0225,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Aplicaciones ofimáticas,0223,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Montaje y mantenimiento de equipos,0221,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación y orientación laboral,0229,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas operativos monopuesto,0222,3306169607,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Empresa e iniciativa emprendedora,0230,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Aplicaciones web,0228,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Seguridad informática,0226,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas operativos en red,0224,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación en Centros de Trabajo,0231,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Servicios en red,0227,3306169614,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2025_26,Digitalización aplicada al sistema productivo GS,1665190,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sostenibilidad aplicada al sistema productivo,1708190,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Módulo optativo,CVOPT,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 2 de Desarrollo de aplicaciones multiplataforma,0492s,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas de gestión empresarial,0491,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación de servicios y procesos,0490,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación multimedia y dispositivos móviles,0489,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo de interfaces,0488,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Acceso a datos,0486,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad II,1710,3306169635,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad I,1709,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 1 de Desarrollo de aplicaciones multiplataforma,0492p,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés profesional GS,0179,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Entornos de desarrollo,0487,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación,0485,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Bases de Datos,0484,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas informáticos,0483,3306169637,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad I,1709,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 1 de Desarrollo de aplicaciones WEB,0616p,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés profesional GS,0179,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Entornos de desarrollo,0487,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación,0485,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Bases de Datos,0484,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas informáticos,0483,3306169651,Primero,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Digitalización aplicada al sistema productivo GS,1665190,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sostenibilidad aplicada al sistema productivo,1708190,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Módulo optativo,CVOPT,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 2 de Desarrollo de aplicaciones WEB,0616s,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Diseño de interfaces WEB,0615,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Despliegue de aplicaciones WEB,0614,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo WEB en entorno servidor,0613,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo WEB en entorno cliente,0612,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad II,1710,3306169658,Segundo,DESARROLLO DE APLICACIONES WEB (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación en centros de trabajo,0619,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto de Desarrollo de aplicaciones WEB,0616,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Empresa e iniciativa emprendedora,0618,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Diseño de interfaces WEB,0615,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Despliegue de aplicaciones WEB,0614,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo WEB en entorno servidor,0613,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo WEB en entorno cliente,0612,3306169667,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Entornos de desarrollo,0487,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación,0485,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
